0.254167, 0.391667
0.300000, 0.395833
0.354167, 0.383333
0.212500, 0.379167
0.400000, 0.370833
0.175000, 0.362500
0.137500, 0.345833
0.445833, 0.345833
0.100000, 0.329167
-0.141667, 0.320833
-0.091667, 0.316667
0.062500, 0.316667
0.491667, 0.316667
0.558333, 0.316667
0.641667, 0.316667
-0.204167, 0.312500
-0.041667, 0.308333
0.016667, 0.308333
0.350000, 0.308333
0.400000, 0.308333
0.450000, 0.312500
0.720833, 0.308333
0.245833, 0.300000
0.295833, 0.304167
0.191667, 0.295833
0.775000, 0.291667
-0.254167, 0.287500
0.083333, 0.283333
0.137500, 0.287500
0.025000, 0.270833
0.829167, 0.266667
-0.029167, 0.262500
-0.295833, 0.254167
-0.070833, 0.254167
-0.116667, 0.245833
-0.162500, 0.237500
0.870833, 0.237500
-0.212500, 0.229167
-0.329167, 0.220833
-0.258333, 0.216667
-0.304167, 0.208333
0.895833, 0.208333
-0.350000, 0.200000
-0.400000, 0.183333
0.908333, 0.177083
-0.604167, 0.170833
-0.566667, 0.170833
-0.529167, 0.170833
-0.458333, 0.166667
0.883333, 0.166667
-0.641667, 0.162500
-0.350000, 0.158333
-0.675000, 0.150000
-0.508333, 0.154167
-0.379167, 0.154167
-0.316667, 0.154167
-0.283333, 0.150000
0.862500, 0.150000
-0.545833, 0.141667
-0.408333, 0.145833
-0.245833, 0.141667
0.908333, 0.145833
0.925000, 0.141667
-0.433333, 0.133333
-0.208333, 0.137500
0.520833, 0.133333
0.820833, 0.133333
0.837500, 0.137500
-0.687500, 0.129167
-0.650000, 0.129167
-0.608333, 0.125000
-0.162500, 0.129167
0.537500, 0.125000
0.795833, 0.125000
0.866667, 0.125000
-0.829167, 0.116667
-0.787500, 0.120833
-0.725000, 0.120833
-0.112500, 0.116667
0.562500, 0.116667
0.831250, 0.112500
0.904167, 0.116667
-0.883333, 0.108333
-0.458333, 0.112500
-0.070833, 0.108333
0.587500, 0.112500
0.612500, 0.108333
0.650000, 0.108333
0.683333, 0.108333
0.700000, 0.112500
-0.908333, 0.100000
0.629167, 0.104167
0.870833, 0.100000
0.929167, 0.100000
-0.012500, 0.095833
0.558333, 0.091667
0.591667, 0.091667
0.800000, 0.091667
0.904167, 0.095833
-0.925000, 0.083333
-0.475000, 0.083333
0.041667, 0.083333
0.533333, 0.083333
0.687500, 0.083333
0.829167, 0.087500
0.087500, 0.075000
0.629167, 0.079167
0.566667, 0.066667
0.591667, 0.066667
0.808333, 0.070833
0.870833, 0.070833
-0.912500, 0.062500
0.683333, 0.058333
0.925000, 0.062500
-0.891667, 0.050000
-0.475000, 0.054167
0.625000, 0.050000
0.820833, 0.050000
0.845833, 0.054167
-0.583333, 0.045833
-0.870833, 0.037500
-0.608333, 0.037500
-0.541667, 0.037500
0.541667, 0.033333
0.579167, 0.037500
-0.833333, 0.029167
-0.787500, 0.029167
-0.733333, 0.029167
-0.683333, 0.029167
-0.645833, 0.029167
-0.504167, 0.029167
-0.475000, 0.025000
0.670833, 0.025000
0.908333, 0.025000
0.587500, 0.016667
0.633333, 0.016667
-0.450000, 0.004167
-0.429167, -0.016667
0.887500, -0.012500
0.075000, -0.020833
-0.404167, -0.033333
-0.004167, -0.033333
0.033333, -0.029167
-0.045833, -0.041667
-0.025000, -0.041667
0.862500, -0.037500
-0.366667, -0.045833
-0.091667, -0.045833
0.016667, -0.050000
-0.325000, -0.054167
-0.287500, -0.058333
-0.245833, -0.058333
-0.200000, -0.058333
-0.145833, -0.054167
0.062500, -0.054167
0.829167, -0.058333
0.108333, -0.062500
0.158333, -0.066667
0.216667, -0.075000
0.795833, -0.075000
0.270833, -0.083333
0.325000, -0.083333
-0.283333, -0.087500
0.375000, -0.087500
0.425000, -0.087500
0.479167, -0.091667
0.754167, -0.087500
0.550000, -0.095833
0.608333, -0.100000
0.662500, -0.100000
0.712500, -0.095833
0.500000, -0.108333
-0.295833, -0.129167
0.508333, -0.137500
0.487500, -0.158333
-0.291667, -0.162500
0.516667, -0.162500
0.416667, -0.175000
0.454167, -0.170833
-0.275000, -0.187500
0.520833, -0.187500
-0.250000, -0.200000
0.395833, -0.200000
-0.220833, -0.208333
-0.104167, -0.204167
-0.266667, -0.212500
-0.191667, -0.212500
-0.166667, -0.216667
-0.133333, -0.216667
-0.070833, -0.225000
0.170833, -0.225000
0.366667, -0.220833
0.520833, -0.220833
-0.252083, -0.235417
0.150000, -0.233333
0.212500, -0.233333
0.341667, -0.233333
-0.037500, -0.237500
0.245833, -0.241667
0.279167, -0.241667
0.312500, -0.241667
0.000000, -0.245833
0.037500, -0.250000
0.075000, -0.250000
0.112500, -0.245833
0.516667, -0.254167
-0.254167, -0.266667
0.500000, -0.283333
-0.237500, -0.291667
0.466667, -0.300000
-0.212500, -0.316667
0.433333, -0.316667
-0.116667, -0.325000
-0.187500, -0.329167
-0.158333, -0.341667
-0.104167, -0.341667
0.154167, -0.337500
0.416667, -0.341667
-0.125000, -0.345833
0.175000, -0.350000
-0.079167, -0.354167
-0.058333, -0.362500
0.158333, -0.366667
0.391667, -0.366667
-0.037500, -0.375000
0.137500, -0.375000
0.200000, -0.370833
-0.012500, -0.379167
0.012500, -0.383333
0.229167, -0.379167
0.262500, -0.383333
0.291667, -0.383333
0.325000, -0.383333
0.358333, -0.379167
0.041667, -0.387500
0.075000, -0.387500
0.104167, -0.387500
