301, 146
312, 145
325, 148
291, 149
336, 151
282, 153
273, 157
347, 157
264, 161
206, 163
218, 164
255, 164
358, 164
374, 164
394, 164
191, 165
230, 166
244, 166
324, 166
348, 165
404, 165
413, 166
299, 168
426, 170
179, 171
273, 171
246, 175
439, 176
169, 179
223, 179
201, 183
449, 183
178, 188
455, 190
156, 192
144, 196
458, 197
95, 199
104, 199
113, 199
130, 200
452, 200
86, 201
156, 202
78, 204
118, 203
149, 203
172, 204
447, 204
109, 206
142, 205
441, 206
457, 205
462, 206
136, 208
190, 207
365, 208
437, 208
75, 209
84, 209
94, 210
369, 210
431, 210
448, 209
41, 212
51, 211
66, 211
213, 212
375, 212
426, 211
438, 213
457, 212
28, 214
130, 213
381, 213
387, 214
393, 214
397, 214
404, 214
408, 213
443, 213
22, 216
390, 215
449, 216
463, 216
237, 217
374, 218
382, 218
432, 218
457, 217
18, 220
126, 220
250, 220
368, 220
405, 220
440, 219
261, 222
391, 221
376, 224
382, 224
434, 223
449, 223
21, 225
404, 226
462, 225
26, 228
126, 227
390, 228
437, 228
443, 227
100, 229
31, 231
94, 231
110, 231
370, 232
379, 231
40, 233
51, 233
64, 233
76, 233
85, 233
119, 233
128, 234
401, 234
458, 234
381, 236
392, 236
132, 239
137, 244
453, 243
258, 245
143, 248
239, 248
248, 247
229, 250
234, 250
447, 249
152, 251
218, 251
244, 252
162, 253
171, 254
181, 254
192, 254
205, 253
439, 254
266, 255
292, 258
431, 258
309, 260
330, 261
355, 262
421, 261
377, 263
399, 264
411, 263
